Entity,Label,Count
"('diverticuli', 'DISEASE')",1
"('diaphragmatic flattening', 'DISEASE')",1
"('tiotropium', 'CHEMICAL')",2
"('avelox', 'CHEMICAL')",1
"('albuterol/tiotropium', 'CHEMICAL')",1
"('Weight loss', 'DISEASE')",1
"('chronic illness', 'DISEASE')",1
"('occult neoplasm', 'DISEASE')",1
"('AAA', 'CHEMICAL')",1
"('infrarenal abdominal aortic aneurysm', 'DISEASE')",1
"('mg/hr', 'CHEMICAL')",1
"('TD', 'DISEASE')",1
"('atorvastatin', 'CHEMICAL')",1
"('Peripheral Vascular Disease', 'DISEASE')",1
"('Abdominal Aortic Aneursym', 'DISEASE')",1
"('Tiotropium bromide', 'CHEMICAL')",1
"('Nitroprusside 0.4 sublingual', 'CHEMICAL')",1
"('carcinoma of the cecum', 'DISEASE')",1
"('dysplasia', 'DISEASE')",1
"('Norvasc', 'CHEMICAL')",2
"('clubbing or edema', 'DISEASE')",1
"('hypercarbic', 'CHEMICAL')",2
"('acidotic', 'DISEASE')",1
"('burping', 'DISEASE')",1
"('Clostridium', 'DISEASE')",1
"('Tetanus Diphtheria', 'DISEASE')",1
"('shortness fof breath', 'DISEASE')",1
"('Vocal cord squamous dysplasia', 'DISEASE')",1
"('Obstructive sleep apnea', 'DISEASE')",1
"('Myocardial infarction', 'DISEASE')",1
"('C7 neuroma', 'DISEASE')",1
"('esophageal obstruction', 'DISEASE')",1
"('PERRL', 'DISEASE')",1
"('Staphylococci', 'CHEMICAL')",1
"('penicillins', 'CHEMICAL')",1
"('carbacephems', 'CHEMICAL')",1
"('carbapenems', 'CHEMICAL')",1
"('ARM', 'CHEMICAL')",1
"('cardiac enlargement', 'DISEASE')",1
"('O2 Flow-2', 'CHEMICAL')",2
"('salmeterol', 'CHEMICAL')",1
"('Doxycycline', 'CHEMICAL')",1
"('levofolxacin', 'CHEMICAL')",1
"('lung infection', 'DISEASE')",2
"('verapamil', 'CHEMICAL')",1
"('buproprion', 'CHEMICAL')",2
"('Fexofenadine', 'CHEMICAL')",2
"('Doxycycline Hyclate', 'CHEMICAL')",1
"('Diazepam', 'CHEMICAL')",5
"('w/ cpap', 'CHEMICAL')",1
"('Methicillin', 'CHEMICAL')",1
"('Obstructive Sleep Apnea', 'DISEASE')",1
"('Metabolic alkalosis', 'DISEASE')",1
"('neurogenic bladder', 'DISEASE')",2
"('bradycardia/asystole', 'DISEASE')",2
"('grimacing', 'DISEASE')",1
"('keppra', 'CHEMICAL')",2
"('acinetobacter', 'DISEASE')",1
"('imipenem', 'CHEMICAL')",1
"('epidermidis', 'DISEASE')",2
"('clindamycin', 'CHEMICAL')",2
"('C2/C3 fracture', 'DISEASE')",2
"('quadriplegia', 'DISEASE')",2
"('-respiratory failure', 'DISEASE')",1
"('Lexapro', 'CHEMICAL')",2
"('decubitus ulcer', 'DISEASE')",1
"('@baseline', 'CHEMICAL')",1
"('nodding', 'DISEASE')",3
"('STENOTROPHOMONAS', 'CHEMICAL')",2
"('Piperacillin/Tazobactam', 'CHEMICAL')",2
"('volume loss of the\nleft lung', 'DISEASE')",1
"('bilious', 'DISEASE')",4
"('lower lobe atelectasis', 'DISEASE')",1
"('phlegmon', 'DISEASE')",2
"('quadraplegic man s/p MVA', 'DISEASE')",1
"('toxic metabolic encephalopathy', 'DISEASE')",1
"('jerking movements', 'DISEASE')",1
"('levetiracetam', 'CHEMICAL')",1
"('involuntary movements', 'DISEASE')",1
"('IR', 'CHEMICAL')",1
"('bilirubin', 'CHEMICAL')",1
"('gall bladder perforation', 'DISEASE')",1
"('acute cholecystitis', 'DISEASE')",1
"('Bilious', 'DISEASE')",1
"('Stenotrophomonas', 'DISEASE')",1
"('ileus', 'DISEASE')",1
"('Keppra', 'CHEMICAL')",1
"('DIC', 'DISEASE')",1
"('hemodilution', 'DISEASE')",1
"('quadriplegic', 'DISEASE')",1
"('Torsemide', 'CHEMICAL')",6
"('glimepiride', 'CHEMICAL')",3
"('arginine-glutamine-calcium', 'CHEMICAL')",4
"('Dantrolene Sodium', 'CHEMICAL')",4
"('Escitalopram Oxalate', 'CHEMICAL')",4
"('ipratropium-albuterol', 'CHEMICAL')",4
"('Lyrica', 'CHEMICAL')",5
"('Tizanidine', 'CHEMICAL')",3
"('Neb Soln 1 NEB', 'CHEMICAL')",4
"('Neosporin 1 Appl', 'CHEMICAL')",2
"('Povidone Iodine', 'CHEMICAL')",1
"('Magnesium Citrate', 'CHEMICAL')",4
"('spasms', 'DISEASE')",4
"('Fentanyl', 'CHEMICAL')",2
"('ALPRAZolam', 'CHEMICAL')",3
"('tablet(s', 'CHEMICAL')",1
"('transaminitis', 'DISEASE')",1
"('Acinetobacter', 'DISEASE')",1
"('Denies vomiting', 'DISEASE')",1
"('pneumobilia', 'DISEASE')",3
"('retroperitoneal hematoma', 'DISEASE')",1
"('hypodense lesions', 'DISEASE')",1
"('benign adrenal adenoma', 'DISEASE')",1
"('fistula', 'DISEASE')",3
"('left basilar pleural effusion', 'DISEASE')",1
"('compression deformities', 'DISEASE')",1
"('quadraplegia', 'DISEASE')",1
"('intraabdominal abscess', 'DISEASE')",1
"('Fistula', 'DISEASE')",2
"('colonic-biliary fistula', 'DISEASE')",1
"('purulant', 'DISEASE')",1
"('daptomycin', 'CHEMICAL')",1
"('abdominal infection', 'DISEASE')",1
"('O2 saturations', 'CHEMICAL')",1
"('retroperitoneal bleed', 'DISEASE')",1
"('Alprazolam', 'CHEMICAL')",1
"('Oxalate', 'CHEMICAL')",1
"('buspirone', 'CHEMICAL')",1
"('diazepam', 'CHEMICAL')",1
"('dantrolene', 'CHEMICAL')",1
"('citrate', 'CHEMICAL')",1
"('chronically distended small', 'DISEASE')",1
"('pseudo-obstruction', 'DISEASE')",1
"('Polyethylene Glycol 17 g PO TID', 'CHEMICAL')",1
"('Neomycin-Polymyxin-Bacitracin', 'CHEMICAL')",1
"('Ciprofloxacin HCl', 'CHEMICAL')",1
"('Loperamide', 'CHEMICAL')",1
"('Cyclobenzaprine', 'CHEMICAL')",1
"('rest angina', 'DISEASE')",1
"('aortic insufficiency', 'DISEASE')",1
"('q.a.m', 'CHEMICAL')",3
"('3-vessel disease', 'DISEASE')",1
"('creatine', 'CHEMICAL')",1
"('three-vessel coronary artery disease', 'DISEASE')",1
"('O2 saturation', 'CHEMICAL')",2
"('Neo-Synephrine', 'CHEMICAL')",1
"('serosanguinous', 'DISEASE')",1
"('Mefoxin', 'CHEMICAL')",1
"('LGIB', 'DISEASE')",2
"('Danlos syndrome', 'DISEASE')",1
"('Ehlers-Danlos syndrome', 'DISEASE')",1
"('bowel bleeds', 'DISEASE')",1
"('artery bleed', 'DISEASE')",1
"('RP bleed', 'DISEASE')",1
"('Celiac artery aneurysm', 'DISEASE')",1
"('carotic artery aneurysm', 'DISEASE')",1
"('lower GI bleed', 'DISEASE')",1
"('vomiting, chest pain', 'DISEASE')",1
"('throbbing', 'DISEASE')",1
"('calcium gluconate', 'CHEMICAL')",1
"('SVG LAD', 'DISEASE')",1
"('CKD-', 'DISEASE')",1
"('LGI bleeding', 'CHEMICAL')",1
"('premature coronary artery disease', 'DISEASE')",1
"('sudden death', 'DISEASE')",1
"('ecchymosis', 'DISEASE')",1
"('chronic venous\nstasis\nNEURO: A&Ox3.', 'DISEASE')",1
"('Ct-147', 'DISEASE')",1
"('nonbleeding', 'DISEASE')",1
"('dudoneal ulcer', 'DISEASE')",1
"('insulin/bicarb/calcium gluconate', 'CHEMICAL')",1
"('Bumex', 'CHEMICAL')",1
"('toprol', 'CHEMICAL')",2
"('Zestril', 'CHEMICAL')",2
"(""Chronic Renal Failure - etiology of pt's ARF"", 'DISEASE')",1
"('200mcg', 'CHEMICAL')",1
"('Zoloft', 'CHEMICAL')",1
"('calcitriol', 'CHEMICAL')",1
"('insulin humulin N', 'CHEMICAL')",1
"('insulin humulin', 'CHEMICAL')",1
"('zoloft', 'CHEMICAL')",1
"('Humalog', 'CHEMICAL')",1
"('vomitting of blood, or bloody', 'DISEASE')",1
"('Date/Time:[**2163-2-3**] 2:30', 'CHEMICAL')",1
"('Syncope', 'DISEASE')",2
"(""parkinson's disease"", 'DISEASE')",2
"('orthostatic hypotension', 'DISEASE')",3
"('droxidopa', 'CHEMICAL')",5
"('frank lightheadedness or vertigo', 'DISEASE')",1
"(""Parkinson's disease, autonomic dysfunction"", 'DISEASE')",2
"('polyneuropathy', 'DISEASE')",1
"('sleep movements', 'DISEASE')",1
"('restless legs syndrome', 'DISEASE')",1
"('CBD stone', 'CHEMICAL')",1
"('RUSB', 'DISEASE')",1
"('VitB12-1721', 'CHEMICAL')",1
"('right bundle-branch block', 'DISEASE')",1
"('AV block', 'DISEASE')",2
"('Lat', 'CHEMICAL')",2
"('midodrine', 'CHEMICAL')",5
"('heart block', 'DISEASE')",1
"('Euvolemic', 'DISEASE')",1
"('Parkinsons', 'DISEASE')",1
"('stalevo', 'CHEMICAL')",1
"('pregabalin', 'CHEMICAL')",4
"('Midodrine', 'CHEMICAL')",1
"('mirtazapine', 'CHEMICAL')",2
"('folic acid 400', 'CHEMICAL')",1
"('Stalevo', 'CHEMICAL')",2
"('6AM', 'CHEMICAL')",2
"('polyethylene glycol 3350', 'CHEMICAL')",2
"('Critical aortic stenosis', 'DISEASE')",1
"('Autonomic dysfunction', 'DISEASE')",1
"('Orthostatic hypotension', 'DISEASE')",1
"('Mitral regurgitation', 'DISEASE')",1
"('loss of consciousness', 'DISEASE')",1
"('SoluMedrol', 'CHEMICAL')",1
"('congestion, sore throat', 'DISEASE')",1
"('hematuria', 'DISEASE')",2
"('Chronic musculoskeletal pain', 'DISEASE')",1
"('Phos-3.2', 'DISEASE')",1
"('TRF-386', 'CHEMICAL')",1
"('Temp-36.8', 'CHEMICAL')",1
"('O2 Sat-75', 'CHEMICAL')",1
"('COPD/Hypercapneic', 'CHEMICAL')",1
"('respiratory\nfailure', 'DISEASE')",1
"('respiratory infection', 'DISEASE')",1
"('O2\nsats', 'CHEMICAL')",1
"('salmeterol-fluticasone', 'CHEMICAL')",1
"('breathing or complaints', 'DISEASE')",1
"('neurological deficit', 'DISEASE')",1
"('Hypercarbia', 'DISEASE')",1
"('hypercarbia', 'DISEASE')",3
"('hypoxia/hypercapnia', 'DISEASE')",1
"('urinary urgency/frequency', 'DISEASE')",1
"('DCd', 'CHEMICAL')",1
"('Chronic MSK Pain', 'DISEASE')",1
"('CAP', 'CHEMICAL')",1
"('fluticasone-salmeterol', 'CHEMICAL')",1
"('simethicone', 'CHEMICAL')",2
"('hitchcock', 'DISEASE')",1
"('traumas', 'DISEASE')",1
"('pulm contusions', 'DISEASE')",1
"('DHMC', 'CHEMICAL')",3
"('malnutrition', 'DISEASE')",1
"('hypercarbic resp failure', 'CHEMICAL')",2
"('trached', 'CHEMICAL')",2
"('Valvuloiplasty/', 'CHEMICAL')",1
"('PM', 'CHEMICAL')",1
"('pulm htn', 'DISEASE')",1
"('venti-mask', 'CHEMICAL')",1
"('pulm edema', 'DISEASE')",1
"('chronic b/l pleural effusions', 'DISEASE')",1
"('O2 sat 100 on 40%', 'CHEMICAL')",1
"('UE pitting edema', 'DISEASE')",1
"('pitting', 'DISEASE')",1
"('intracranial abnormality', 'DISEASE')",1
"('acute-on-chronic right maxillary and left\nsphenoid sinusitis', 'DISEASE')",1
"('right mastoiditis', 'DISEASE')",1
"('chronic lacunar infarction', 'DISEASE')",1
"('arterial occlusion', 'DISEASE')",1
"('encephalopathic', 'DISEASE')",1
"('status epilepticus', 'DISEASE')",1
"('impaired mental status', 'DISEASE')",1
"('traumatic SC injury', 'DISEASE')",1
"('beta-blocker', 'CHEMICAL')",1
"('lansoprazole', 'CHEMICAL')",1
"('KCL 40 meq', 'CHEMICAL')",1
"('zinc', 'CHEMICAL')",1
