Entity,Label,Count
"('fusion\nof costovertebral', 'ENTITY')",1
"('costotransverse articulations', 'ENTITY')",1
"('torso', 'ENTITY')",1
"('ankylosis', 'ENTITY')",1
"('lumbar spine', 'ENTITY')",3
"('sacroiliac joints', 'ENTITY')",1
"('findings', 'ENTITY')",27
"('manifestations', 'ENTITY')",1
"('ankylosing', 'ENTITY')",1
"('Correlation', 'ENTITY')",1
"('Anterior', 'ENTITY')",2
"('fused', 'ENTITY')",1
"('odontoid', 'ENTITY')",1
"('bone', 'ENTITY')",2
"('posterior arch', 'ENTITY')",1
"('fusions', 'ENTITY')",1
"('multiple', 'ENTITY')",11
"('spinal joints', 'ENTITY')",1
"('PLAIN', 'ENTITY')",2
"('FILM', 'ENTITY')",2
"('Comparison', 'ENTITY')",3
"('images', 'ENTITY')",17
"('[**Month/Day', 'ENTITY')",1
"('CT scan', 'ENTITY')",17
"('AP', 'ENTITY')",11
"('WAS OBTAINED [**2160-12-7**] AT 0452', 'ENTITY')",1
"('Bilateral', 'ENTITY')",17
"('total hip replacements', 'ENTITY')",2
"('femoral', 'ENTITY')",6
"('approximated', 'ENTITY')",1
"('distal', 'ENTITY')",12
"('femoral components', 'ENTITY')",1
"('image', 'ENTITY')",1
"('loosening', 'ENTITY')",1
"('femoral\n', 'ENTITY')",1
"('components', 'ENTITY')",2
"('Hypertrophic bone', 'ENTITY')",1
"('right\nfemoral component', 'ENTITY')",1
"('right femoral catheter', 'ENTITY')",1
"('Surgical chain\n', 'ENTITY')",1
"('sutures', 'ENTITY')",5
"('right lower quadrant', 'ENTITY')",2
"('colonic surgery', 'ENTITY')",1
"('densities', 'ENTITY')",1
"('soft tissues', 'ENTITY')",4
"('sutural', 'ENTITY')",1
"('etiology', 'ENTITY')",18
"('Clinical correlation', 'ENTITY')",3
"('appearing', 'ENTITY')",4
"('Left upper extremity ultrasound [**2160-12-11**]', 'ENTITY')",1
"('Non-occlusive', 'ENTITY')",1
"('thrombus', 'ENTITY')",4
"('brachial veins', 'ENTITY')",1
"('axillary vein', 'ENTITY')",1
"('Portable chest x-ray [**2160', 'ENTITY')",1
"('Persistent', 'ENTITY')",4
"('parenchymal infiltrate', 'ENTITY')",1
"('left\nlower lobe\narea', 'ENTITY')",1
"('abnormalities', 'ENTITY')",1
"('chest examination', 'ENTITY')",1
"('Brief Hospital Course', 'ENTITY')",41
"('suicide\nattempts', 'ENTITY')",1
"('liver disease', 'ENTITY')",11
"('multiple infections\n', 'ENTITY')",1
"('ESBL', 'ENTITY')",1
"('Klebsiella', 'ENTITY')",4
"('osteomyelitis', 'ENTITY')",2
"('chronic\nsteroids', 'ENTITY')",1
"('ankylosis spondylitis', 'ENTITY')",1
"('Acute', 'ENTITY')",5
"('acidosis', 'ENTITY')",4
"('respiratory compensation', 'ENTITY')",1
"('pH', 'ENTITY')",4
"('ICU', 'ENTITY')",43
"('bicarb', 'ENTITY')",7
"('worsened', 'ENTITY')",12
"('etiologies', 'ENTITY')",4
"('primary', 'ENTITY')",6
"('metabolic', 'ENTITY')",5
"('intoxication', 'ENTITY')",1
"('sepsis', 'ENTITY')",12
"('active [**Doctor Last Name 360**]/s', 'ENTITY')",1
"('suppressed', 'ENTITY')",2
"('respiratory acidosis', 'ENTITY')",2
"('treated with', 'ENTITY')",65
"('IV\nfluids', 'ENTITY')",1
"('hyperventilation', 'ENTITY')",1
"('mechanical ventilation', 'ENTITY')",1
"('toxicology', 'ENTITY')",2
"('psychiatry services', 'ENTITY')",1
"('assist with', 'ENTITY')",1
"('cause', 'ENTITY')",4
"('ingestion', 'ENTITY')",6
"('piperacillin/tazobactam', 'ENTITY')",1
"('Respiratory failure', 'ENTITY')",4
"('ventilated', 'ENTITY')",1
"('recruitment procedure', 'ENTITY')",1
"('atelectatic', 'ENTITY')",2
"('room', 'ENTITY')",5
"('air afterwards', 'ENTITY')",1
"('aspirated', 'ENTITY')",2
"('impaired', 'ENTITY')",5
"('CT chest', 'ENTITY')",4
"('stabilization', 'ENTITY')",5
"('extubation', 'ENTITY')",8
"('induced', 'ENTITY')",6
"('sputum results', 'ENTITY')",1
"('MRSA', 'ENTITY')",16
"('course', 'ENTITY')",29
"('PICC', 'ENTITY')",15
"('Hypotension', 'ENTITY')",2
"('Pt', 'ENTITY')",125
"('hypotension', 'ENTITY')",46
"('unclear', 'ENTITY')",10
"('pneumonia', 'ENTITY')",25
"('long', 'ENTITY')",1
"('home florinef dose', 'ENTITY')",1
"('IV fluids', 'ENTITY')",7
"('stress doses', 'ENTITY')",1
"('Blood pressures', 'ENTITY')",1
"('floor course', 'ENTITY')",1
"('captopril', 'ENTITY')",7
"('hypertensive', 'ENTITY')",8
"('Psychologic issues', 'ENTITY')",1
"('suicidal attempt', 'ENTITY')",1
"('Blood tox', 'ENTITY')",1
"('benzos', 'ENTITY')",2
"('tricyclics', 'ENTITY')",1
"('Urine tox', 'ENTITY')",2
"('opiates', 'ENTITY')",2
"('medications', 'ENTITY')",68
"('intended', 'ENTITY')",2
"('Psychiatry\n', 'ENTITY')",2
"('sitter', 'ENTITY')",4
"('section', 'ENTITY')",1
"('psychiatry', 'ENTITY')",6
"('refused\nfull interviewing', 'ENTITY')",1
"('suicide ideation', 'ENTITY')",1
"('suicide attempts', 'ENTITY')",1
"('depression', 'ENTITY')",17
"('inability\nto care', 'ENTITY')",1
"('psych', 'ENTITY')",2
"('facility', 'ENTITY')",5
"('psychiatric medications', 'ENTITY')",1
"('hospital stay', 'ENTITY')",12
"('low dose', 'ENTITY')",4
"('seroquel', 'ENTITY')",2
"('sleep', 'ENTITY')",13
"('Rhabdomyolysis', 'ENTITY')",1
"('Creatinine', 'ENTITY')",5
"('baseline', 'ENTITY')",89
"('phosphate', 'ENTITY')",1
"('CK', 'ENTITY')",13
"('alkalinization', 'ENTITY')",1
"('urine', 'ENTITY')",25
"('down quickly', 'ENTITY')",1
"('Transaminitis', 'ENTITY')",2
"('secondary\n', 'ENTITY')",3
"('toxic ingestions', 'ENTITY')",1
"('AST/ALT ratio', 'ENTITY')",1
"('EtOH', 'ENTITY')",19
"('damage', 'ENTITY')",1
"('APAP', 'ENTITY')",2
"('LFTs', 'ENTITY')",9
"('normalized', 'ENTITY')",4
"('Odontoid fracture', 'ENTITY')",1
"('Hip dislocation', 'ENTITY')",1
"('dislocated hip', 'ENTITY')",1
"('awoke', 'ENTITY')",2
"('dislocated', 'ENTITY')",1
"('hip\n', 'ENTITY')",2
"('agitated', 'ENTITY')",5
"('brace', 'ENTITY')",1
"('old odontoid fracture', 'ENTITY')",1
"('confirmed with', 'ENTITY')",3
"('immobilized', 'ENTITY')",1
"('spine team', 'ENTITY')",1
"('hip', 'ENTITY')",1
"('posterior hip precautions', 'ENTITY')",1
"('weight', 'ENTITY')",6
"('tolerated', 'ENTITY')",8
"('Left upper extremity', 'ENTITY')",2
"('DVT', 'ENTITY')",38
"('internal\njugular', 'ENTITY')",1
"('central lines', 'ENTITY')",1
"('outside', 'ENTITY')",10
"('failed', 'ENTITY')",3
"('IR-guided', 'ENTITY')",1
"('central obstruction', 'ENTITY')",1
"('L\nbrachiocephalic vein', 'ENTITY')",1
"('venogram', 'ENTITY')",1
"('midline', 'ENTITY')",2
"('axillary', 'ENTITY')",2
"('Ultrasound', 'ENTITY')",2
"('upper extremity', 'ENTITY')",2
"('started', 'ENTITY')",32
"('heparin gtt', 'ENTITY')",2
"('coumadin', 'ENTITY')",45
"('lovenox', 'ENTITY')",2
"('therapeutic', 'ENTITY')",11
"('days', 'ENTITY')",176
"('warfarin daily', 'ENTITY')",1
"('risk of falling', 'ENTITY')",1
"('hip dislocations', 'ENTITY')",1
"('syncope', 'ENTITY')",14
"('substance\nabuse', 'ENTITY')",1
"('benefits', 'ENTITY')",5
"('anticoagulation', 'ENTITY')",27
"('outweigh', 'ENTITY')",1
"('risks', 'ENTITY')",8
"('physical', 'ENTITY')",3
"('risks/benefits of anticoagulation', 'ENTITY')",1
"('re-assessed', 'ENTITY')",1
"('meantime', 'ENTITY')",3
"('fall', 'ENTITY')",8
"('precautions', 'ENTITY')",2
"('facility\n', 'ENTITY')",1
"('Diarrhea', 'ENTITY')",2
"('loose', 'ENTITY')",3
"('BMs', 'ENTITY')",1
"('daily', 'ENTITY')",161
"('negative\nx 2', 'ENTITY')",1
"('diarrhea', 'ENTITY')",38
"('TID', 'ENTITY')",80
"('flagyl', 'ENTITY')",10
"('immodium', 'ENTITY')",1
"('symptomatic', 'ENTITY')",4
"('relief\n', 'ENTITY')",1
"('Tinea corporis', 'ENTITY')",1
"('macular', 'ENTITY')",1
"('central clearing', 'ENTITY')",1
"('clotrimazole cream', 'ENTITY')",1
"('Pain control', 'ENTITY')",2
"('narcotic use', 'ENTITY')",1
"('dilaudid', 'ENTITY')",13
"('nonspecific', 'ENTITY')",8
"('complaints', 'ENTITY')",4
"('left\nhip dislocation', 'ENTITY')",1
"('left hand IV', 'ENTITY')",1
"('infiltration', 'ENTITY')",1
"('levophed', 'ENTITY')",5
"('Pain consult', 'ENTITY')",1
"('narcotic regimen', 'ENTITY')",1
"('oral\n', 'ENTITY')",1
"('q6h', 'ENTITY')",1
"('lidoderm patch', 'ENTITY')",1
"('ibuprofen', 'ENTITY')",5
"('pain relief', 'ENTITY')",2
"('Oral dilaudid', 'ENTITY')",1
"('oral', 'ENTITY')",12
"('oxycodone', 'ENTITY')",8
"('satisfactory', 'ENTITY')",2
"('NI', 'ENTITY')",28
"('Medications', 'ENTITY')",69
"('daily\ngabapentin', 'ENTITY')",1
"('mcg/hr', 'ENTITY')",1
"('tramadol', 'ENTITY')",6
"('qid\nmacrobid', 'ENTITY')",1
"('Tablet', 'ENTITY')",971
"('PO', 'ENTITY')",578
"('lidocaine', 'ENTITY')",2
"('mg/patch', 'ENTITY')",3
"('Adhesive', 'ENTITY')",3
"('Adhesive Patch', 'ENTITY')",3
"('Medicated Topical DAILY', 'ENTITY')",3
"('Daily', 'ENTITY')",231
"('warfarin 1', 'ENTITY')",3
"('DAILY', 'ENTITY')",82
"('clotrimazole', 'ENTITY')",3
"('Q8H', 'ENTITY')",8
"('ondansetron', 'ENTITY')",3
"('hours', 'ENTITY')",159
"('nausea', 'ENTITY')",39
"('Q6H', 'ENTITY')",46
"('quetiapine', 'ENTITY')",1
"('HS', 'ENTITY')",21
"('HCl', 'ENTITY')",23
"('BID', 'ENTITY')",139
"('Capsule Sig', 'ENTITY')",61
"('Capsule PO', 'ENTITY')",50
"('Facility', 'ENTITY')",37
"('Diagnosis', 'ENTITY')",4
"('Overdose\nDepression/ Hx of', 'ENTITY')",1
"('Pneumonia\n', 'ENTITY')",2
"('DVT\nHypertension', 'ENTITY')",1
"('Tinea corporis\n\n\n[**Hospital1 **]', 'ENTITY')",1
"('Condition', 'ENTITY')",2
"('Clear', 'ENTITY')",17
"('coherent', 'ENTITY')",19
"('Consciousness', 'ENTITY')",19
"('Alert', 'ENTITY')",24
"('interactive', 'ENTITY')",21
"('Ambulatory', 'ENTITY')",17
"('requires', 'ENTITY')",8
"('assistance', 'ENTITY')",13
"('aid', 'ENTITY')",8
"('walker\n', 'ENTITY')",8
"('cane', 'ENTITY')",9
"('taking care', 'ENTITY')",12
"('home unconscious', 'ENTITY')",1
"('lose consciousness', 'ENTITY')",1
"('psychiatric facility', 'ENTITY')",1
"('mental\n', 'ENTITY')",9
"('treated', 'ENTITY')",40
"('antibiotic', 'ENTITY')",11
"('blood thinner', 'ENTITY')",2
"('levels\n', 'ENTITY')",1
"('medication', 'ENTITY')",27
"('blood monitored', 'ENTITY')",1
"('times', 'ENTITY')",4
"('weekly', 'ENTITY')",2
"('psychiatric', 'ENTITY')",1
"('physical rehabilitation', 'ENTITY')",1
"('blood thinners', 'ENTITY')",1
"('Please', 'ENTITY')",40
"('sheet', 'ENTITY')",1
"('Followup', 'ENTITY')",62
"('Instructions', 'ENTITY')",56
"('psychiatrists', 'ENTITY')",1
"('physicians', 'ENTITY')",3
"('Completed', 'ENTITY')",15
"('by:[**2160', 'ENTITY')",1
"('Allergies', 'ENTITY')",50
"('Drugs', 'ENTITY')",30
"('F', 'ENTITY')",8
"('CHF', 'ENTITY')",43
"('HTN', 'ENTITY')",35
"('syncopal', 'ENTITY')",1
"('dyspnea', 'ENTITY')",16
"('Pt reports', 'ENTITY')",4
"('bed', 'ENTITY')",20
"('AM', 'ENTITY')",6
"('CP', 'ENTITY')",11
"('dizziness', 'ENTITY')",12
"('neighbor', 'ENTITY')",1
"('Denies', 'ENTITY')",9
"('LOC', 'ENTITY')",2
"('chest pain', 'ENTITY')",71
"('SOB', 'ENTITY')",23
"('palpitations', 'ENTITY')",16
"('n/v', 'ENTITY')",1
"('convulsive behaviour', 'ENTITY')",1
"('HA', 'ENTITY')",4
"('OSA', 'ENTITY')",8
"('home CPAP', 'ENTITY')",1
"('denies', 'ENTITY')",26
"('EF', 'ENTITY')",46
"('GI bleed', 'ENTITY')",11
"('angina', 'ENTITY')",3
"('chronic low back pain', 'ENTITY')",1
"('EtoH', 'ENTITY')",4
"('Tob', 'ENTITY')",1
"('IVDA', 'ENTITY')",3
"('Physical Exam', 'ENTITY')",49
"('Gen', 'ENTITY')",22
"('NAD', 'ENTITY')",24
"('A&O X 3', 'ENTITY')",1
"('pleasant\n', 'ENTITY')",2
"('Heent', 'ENTITY')",2
"('EOMI', 'ENTITY')",18
"('PERRL', 'ENTITY')",18
"('OP clear\nNeck', 'ENTITY')",1
"('JCD', 'ENTITY')",1
"('LAD\nHeart', 'ENTITY')",1
"('S4', 'ENTITY')",5
"('No murmurs', 'ENTITY')",8
"('PMI', 'ENTITY')",1
"('laterally displaced', 'ENTITY')",1
"('Lungs', 'ENTITY')",22
"('Bibasilar crackles', 'ENTITY')",2
"('thorax\n', 'ENTITY')",1
"('Abd', 'ENTITY')",16
"('NABS', 'ENTITY')",8
"('Trace pedal edema', 'ENTITY')",1
"('ankles', 'ENTITY')",1
"('Numerous', 'ENTITY')",1
"('seberrheic', 'ENTITY')",1
"('neck', 'ENTITY')",9
"('face', 'ENTITY')",8
"('MCHC-32.5', 'ENTITY')",1
"('RDW-14.7', 'ENTITY')",2
"('03:29PM', 'ENTITY')",1
"('MCHC-32.9 RDW-14.8', 'ENTITY')",1
"('PT-15.0*', 'ENTITY')",2
"('PTT-31.5', 'ENTITY')",1
"('BLOOD LMWH-0.36\n[**2187', 'ENTITY')",1
"('K-3.7\n', 'ENTITY')",1
"('06:16AM BLOOD', 'ENTITY')",1
"('AST-15 LD(LDH)-167 CK(CPK)-61\nAlkPhos-59 Amylase-39 TotBili-0.4\n[**2187-11-1**] 05:50AM', 'ENTITY')",1
"('Iron-34\n[**2187', 'ENTITY')",1
"('calTIBC-155* Hapto-233* Ferritn-388*\nTRF-119*\n[**2187', 'ENTITY')",1
"('Folate-14.6\n[**2187', 'ENTITY')",1
"('06:16AM BLOOD TSH-0.67\n[**2187-10-31**]', 'ENTITY')",1
"('05:30PM', 'ENTITY')",14
"('BLOOD PTH-163*\n[**2187', 'ENTITY')",1
"('exacerbation', 'ENTITY')",27
"('sats', 'ENTITY')",6
"('increased', 'ENTITY')",102
"('RR', 'ENTITY')",36
"('BiPap', 'ENTITY')",1
"('increase', 'ENTITY')",20
"('O2\nsat', 'ENTITY')",1
"('CXR', 'ENTITY')",87
"('indicative of', 'ENTITY')",3
"('nebs prn', 'ENTITY')",1
"('ceftriaxone', 'ENTITY')",9
"('begun', 'ENTITY')",5
"('nitro gtt\n', 'ENTITY')",1
"('hydralazine', 'ENTITY')",3
"('nitro', 'ENTITY')",1
"('non', 'ENTITY')",5
"('ST', 'ENTITY')",25
"('segment\n', 'ENTITY')",1
"('cardiac enzymes', 'ENTITY')",7
"('maintained', 'ENTITY')",6
"('lasix', 'ENTITY')",29
"('QD', 'ENTITY')",5
"('decent response', 'ENTITY')",1
"('~1L net\nneg', 'ENTITY')",1
"('doses', 'ENTITY')",21
"('lopressor\n', 'ENTITY')",1
"('titrated', 'ENTITY')",4
"('heart rate', 'ENTITY')",12
"('SA', 'ENTITY')",4
"('dysfunction\n', 'ENTITY')",1
"('sclerosis', 'ENTITY')",2
"('diastolic', 'ENTITY')",9
"('filling', 'ENTITY')",3
"('in addition', 'ENTITY')",1
"('PNA', 'ENTITY')",12
"('azithromycin', 'ENTITY')",16
"('community', 'ENTITY')",1
"('Clinda', 'ENTITY')",1
"('aspiration', 'ENTITY')",13
"('8th hospital day', 'ENTITY')",1
"('IV ceftriaxone', 'ENTITY')",1
"('orthopnea', 'ENTITY')",5
"('cough', 'ENTITY')",16
"('NC', 'ENTITY')",15
"('changes', 'ENTITY')",51
"('Evaluated', 'ENTITY')",3
"('cards', 'ENTITY')",1
"('depressions', 'ENTITY')",8
"('TTE', 'ENTITY')",24
"('no wall', 'ENTITY')",2
"('BB', 'ENTITY')",8
"('decreased', 'ENTITY')",47
"('inotropy', 'ENTITY')",1
"('chronotropy', 'ENTITY')",1
"('diastolic dysfunction', 'ENTITY')",3
"('risk', 'ENTITY')",13
"('stratification', 'ENTITY')",2
"('intervention', 'ENTITY')",18
"('case', 'ENTITY')",8
"('abdnormal result', 'ENTITY')",1
"('supratherapeutic', 'ENTITY')",2
"('Coumadin', 'ENTITY')",16
"('re-institued', 'ENTITY')",1
"('Tuesdays', 'ENTITY')",1
"('Fridays', 'ENTITY')",1
"('clinic', 'ENTITY')",15
"('Anemia', 'ENTITY')",25
"('iron deficient', 'ENTITY')",1
"('blood transfusions', 'ENTITY')",3
"('iron studies', 'ENTITY')",5
"('followed up', 'ENTITY')",6
"('Dr.[**Last Name', 'ENTITY')",3
"('mechanical', 'ENTITY')",1
"('head CT', 'ENTITY')",11
"('Pul Hypertension', 'ENTITY')",1
"('chart history', 'ENTITY')",1
"('pulmonary arterial hypertension', 'ENTITY')",1
"('chronic PE', 'ENTITY')",2
"('prevention', 'ENTITY')",5
"('pretest', 'ENTITY')",1
"('probability', 'ENTITY')",1
"('PE', 'ENTITY')",20
"('anticoagulated', 'ENTITY')",2
"('placement', 'ENTITY')",43
"('sleep study', 'ENTITY')",2
"('qHS', 'ENTITY')",3
"('QD\n', 'ENTITY')",1
"('Tu/Fr', 'ENTITY')",1
"('MWTh\n', 'ENTITY')",1
"('Protonix', 'ENTITY')",8
"('qD\n', 'ENTITY')",4
"('Fluoxetine', 'ENTITY')",3
"('Atenolol', 'ENTITY')",3
"('Discharge Medications', 'ENTITY')",54
"('Capsule PO HS', 'ENTITY')",2
"('Capsule(s)* Refills:*2*\n2', 'ENTITY')",1
"('Pantoprazole', 'ENTITY')",25
"('Delayed Release', 'ENTITY')",82
"('Delayed Release (E.C.)(s)* Refills:*2*\n3', 'ENTITY')",2
"('Timolol', 'ENTITY')",1
"('Drops', 'ENTITY')",6
"('Drop Ophthalmic  ', 'ENTITY')",1
"('Capsule PO QD', 'ENTITY')",2
"('Capsule(s)* Refills:*2*\n5', 'ENTITY')",1
"('Clindamycin', 'ENTITY')",2
"('Capsule(s)* Refills:*0*\n7', 'ENTITY')",1
"('Warfarin Sodium 4', 'ENTITY')",1
"('pill', 'ENTITY')",3
"('weekdays', 'ENTITY')",1
"('Metoprolol', 'ENTITY')",42
"('Tartrate', 'ENTITY')",19
"('Ferrous Gluconate', 'ENTITY')",2
"('Enoxaparin', 'ENTITY')",5
"('Sodium', 'ENTITY')",2
"('mg/0.6mL', 'ENTITY')",1
"('Syringe', 'ENTITY')",1
"('Discontinue', 'ENTITY')",1
"('medication\n', 'ENTITY')",5
"('Insulin Regular Human 100', 'ENTITY')",3
"('Solution', 'ENTITY')",23
"('Discharge Diagnosis', 'ENTITY')",66
"('Discharge Condition', 'ENTITY')",49
"('morning', 'ENTITY')",23
"('MD', 'ENTITY')",49
"('lbs', 'ENTITY')",13
"('sodium diet\n', 'ENTITY')",4
"('Fluid Restriction', 'ENTITY')",2
"('Shortness', 'ENTITY')",7
"('breath\n2', 'ENTITY')",1
"('Weight gain\n3', 'ENTITY')",1
"('Tiredeness\n4', 'ENTITY')",1
"('Fever\n5', 'ENTITY')",1
"('Feet swelling\n7', 'ENTITY')",1
"('Coughing up', 'ENTITY')",1
"('FERN', 'ENTITY')",1
"('RNC', 'ENTITY')",1
"('by:[**2187', 'ENTITY')",2
"('Codeine', 'ENTITY')",4
"('Remicade', 'ENTITY')",1
"('Vancomycin', 'ENTITY')",15
"('abscess to Surgery', 'ENTITY')",1
"('CT-guided', 'ENTITY')",4
"('drainage', 'ENTITY')",14
"('pelvic\nabscess', 'ENTITY')",1
"('Scant thick', 'ENTITY')",1
"('pus', 'ENTITY')",3
"('indwelling right pelvic catheter', 'ENTITY')",1
"('pigtail drainage', 'ENTITY')",1
"('intra-abdominal abscess', 'ENTITY')",1
"(""h/o Crohn's disease"", 'ENTITY')",1
"('medical mgmt\n', 'ENTITY')",1
"('remicade', 'ENTITY')",1
"('steroid taper', 'ENTITY')",2
"('microperforation', 'ENTITY')",1
"('Dr. [**Last Name (STitle) 1120**] planned', 'ENTITY')",1
"('[**5-5**]', 'ENTITY')",1
"('epigastric pain\nX 2 weeks', 'ENTITY')",1
"('cipro', 'ENTITY')",5
"('prednisone', 'ENTITY')",25
"(""Flagyl\nd/c'd 2 weeks"", 'ENTITY')",1
"('Dr. [**Last Name', 'ENTITY')",21
"('sweating', 'ENTITY')",2
"('mediacation', 'ENTITY')",1
"('emesis', 'ENTITY')",7
"('abdominal pain', 'ENTITY')",33
"('LUQ', 'ENTITY')",1
"('Loose stools', 'ENTITY')",1
"('BRBPR', 'ENTITY')",11
"('dry\n', 'ENTITY')",1
"('lighheadedness', 'ENTITY')",1
"('visual changes', 'ENTITY')",1
"('presyncopal symptoms', 'ENTITY')",1
"('Tm', 'ENTITY')",3
"('tachy', 'ENTITY')",5
"('normotensive', 'ENTITY')",6
"('WBC', 'ENTITY')",39
"('bandemia', 'ENTITY')",1
"('diffuse\nperitonitis', 'ENTITY')",1
"('rigid abdomen', 'ENTITY')",1
"('diffusely tender', 'ENTITY')",2
"('abscess', 'ENTITY')",12
"('pockets', 'ENTITY')",4
"('free air', 'ENTITY')",9
"('4L', 'ENTITY')",3
"('NS', 'ENTITY')",24
"('Morphine\n4mg IV', 'ENTITY')",1
"('Zofran 4gm IX x1 for pain', 'ENTITY')",1
"('tylenol', 'ENTITY')",5
"('Cipro', 'ENTITY')",6
"('Flagyl', 'ENTITY')",9
"('NG tube', 'ENTITY')",3
"('states', 'ENTITY')",18
"('abdominal bloating', 'ENTITY')",1
"('Denies chills', 'ENTITY')",1
"('night sweats', 'ENTITY')",6
"('weight loss', 'ENTITY')",12
"('gain', 'ENTITY')",2
"('sinus tenderness', 'ENTITY')",5
"('rhinorrhea', 'ENTITY')",6
"('congestion', 'ENTITY')",8
"('Denied cough', 'ENTITY')",2
"('breath', 'ENTITY')",43
"('Occasional chest pressure', 'ENTITY')",1
"('tightness', 'ENTITY')",3
"('vomiting', 'ENTITY')",34
"('constipation', 'ENTITY')",42
"('initiate', 'ENTITY')",1
"('urination', 'ENTITY')",3
"('Denies dysuria', 'ENTITY')",4
"('Past Medical History', 'ENTITY')",16
"('medications\nAnorexia Nervosa/OCD\n\nPast', 'ENTITY')",1
"('Surgical History\n', 'ENTITY')",1
"('Wisdom teeth', 'ENTITY')",1
"('removal', 'ENTITY')",8
"('Primary Care Physician', 'ENTITY')",2
"('PR', 'ENTITY')",9
"('drinks', 'ENTITY')",9
"('quit', 'ENTITY')",1
"('CAD', 'ENTITY')",56
"('oriented', 'ENTITY')",20
"('lying', 'ENTITY')",9
"('PERRLA', 'ENTITY')",9
"('EOMI\nNeck', 'ENTITY')",2
"('supple', 'ENTITY')",15
"('JVP', 'ENTITY')",21
"('LAD\nLungs', 'ENTITY')",6
"('Tachycardic', 'ENTITY')",6
"('S2', 'ENTITY')",17
"('gallops\n', 'ENTITY')",2
"('firm', 'ENTITY')",2
"('non-distended', 'ENTITY')",9
"('hypoactive bowel\nsounds', 'ENTITY')",1
"('Guarding', 'ENTITY')",1
"('Tenderness', 'ENTITY')",2
"('Rebound', 'ENTITY')",1
"('pulses', 'ENTITY')",18
"('edema\n', 'ENTITY')",1
"('nad\nCV', 'ENTITY')",1
"('no m/r/g\n', 'ENTITY')",1
"('RESP', 'ENTITY')",3
"('LSCTA', 'ENTITY')",1
"('bilat\n', 'ENTITY')",1
"('ABD', 'ENTITY')",12
"('Soft', 'ENTITY')",21
"('Incision', 'ENTITY')",1
"('steri strips', 'ENTITY')",1
"('Increased', 'ENTITY')",6
"('pelvic collection', 'ENTITY')",1
"('Image', 'ENTITY')",1
"('extraluminal air', 'ENTITY')",2
"('collection', 'ENTITY')",12
"('organizing', 'ENTITY')",1
"('Worsening', 'ENTITY')",2
"(""Crohn's\nflare"", 'ENTITY')",1
"('wet read', 'ENTITY')",2
"('Marked interval', 'ENTITY')",1
"('intraperitoneal fluid', 'ENTITY')",2
"('tracking\n', 'ENTITY')",2
"('collecting', 'ENTITY')",1
"('pre-sacral pelvic', 'ENTITY')",1
"('rim', 'ENTITY')",1
"('enhancement', 'ENTITY')",4
"('Hyperemic mesentery', 'ENTITY')",1
"('omental inflammatory', 'ENTITY')",1
"('Focal collection\n', 'ENTITY')",1
"('mid-pelvis', 'ENTITY')",2
"('Redemonstration', 'ENTITY')",1
"('bowel wall abnormalities', 'ENTITY')",1
"(""Crohn's flare"", 'ENTITY')",1
"('thickening/inflammatory fat', 'ENTITY')",1
"('TI', 'ENTITY')",1
"('hepatic flexure', 'ENTITY')",7
"('inc', 'ENTITY')",2
"('pelvic fluid', 'ENTITY')",3
"('mult', 'ENTITY')",1
"('tiny', 'ENTITY')",1
"('early signs', 'ENTITY')",1
"('organization', 'ENTITY')",1
"('worsening bowel\nwall thickening\n[**4', 'ENTITY')",1
"('thru\nmesentery', 'ENTITY')",1
"('pre-sacral\npelvic [**Last Name', 'ENTITY')",1
"('size w/', 'ENTITY')",1
"('inc rim enhancement', 'ENTITY')",1
"('hyperemic mesentery', 'ENTITY')",1
"('omental', 'ENTITY')",1
"('inflamm', 'ENTITY')",1
"('focal\n[**Last Name', 'ENTITY')",1
"('stable bowel wall', 'ENTITY')",1
"('abnl\n[**5-9**] CT', 'ENTITY')",1
"('stable\n[**5', 'ENTITY')",1
"('no dvt\n[**5', 'ENTITY')",1
"('drains', 'ENTITY')",5
"('L eff', 'ENTITY')",1
"('atelectasis', 'ENTITY')",12
"('Blood Cx2\n[**2123-5', 'ENTITY')",1
"('urine\n[**2123-5', 'ENTITY')",1
"('pleural effusion', 'ENTITY')",16
"('consol', 'ENTITY')",1
"('pneumo', 'ENTITY')",2
"('base\n', 'ENTITY')",1
"('PMN', 'ENTITY')",2
"('no growth\n[**2123-5', 'ENTITY')",1
"('left effusion/atelectasis', 'ENTITY')",1
"('pairs/clusters', 'ENTITY')",1
"('negative\n[**2123-5', 'ENTITY')",1
"('urine neg\n[**2123-5', 'ENTITY')",2
"('x2 negative\n[**2123-5-10**]', 'ENTITY')",1
"('negative\n[**2123-5-5**] abscess C.albicans', 'ENTITY')",1
"('s. viridans', 'ENTITY')",1
"('lactobacillus\n[**2123-5-4**] abscess C.albicans', 'ENTITY')",1
"('S.viridans', 'ENTITY')",1
"('lactobacillus\n[**2123-4', 'ENTITY')",1
"('bacterial types', 'ENTITY')",2
"('long-standing refractory', 'ENTITY')",1
"(""Crohn's"", 'ENTITY')",1
"('flare', 'ENTITY')",3
"('intravascular', 'ENTITY')",3
